0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.7564827771690169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54069980661178,0.0,0.0,0.3679368518871615,0.0,0.0,0.0,0.0,0.0
